source,target,formula
TABLA DE ACCESORIOS SUCCION!I12,TABLA DE ACCESORIOS SUCCION!V$6,=((D12*F12)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H12
TABLA DE ACCESORIOS SUCCION!I12,TABLA DE ACCESORIOS SUCCION!F12,=((D12*F12)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H12
TABLA DE ACCESORIOS SUCCION!I12,TABLA DE ACCESORIOS SUCCION!H12,=((D12*F12)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H12
TABLA DE ACCESORIOS SUCCION!I12,TABLA DE ACCESORIOS SUCCION!D12,=((D12*F12)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H12
TABLA DE ACCESORIOS SUCCION!D13,TABLA DE ACCESORIOS SUCCION!K9,"=VLOOKUP(K9,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G13,TABLA DE ACCESORIOS SUCCION!K9,"=VLOOKUP(K9,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I13,TABLA DE ACCESORIOS SUCCION!D13,=((D13*F13)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H13
TABLA DE ACCESORIOS SUCCION!I13,TABLA DE ACCESORIOS SUCCION!H13,=((D13*F13)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H13
TABLA DE ACCESORIOS SUCCION!I13,TABLA DE ACCESORIOS SUCCION!V$6,=((D13*F13)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H13
TABLA DE ACCESORIOS SUCCION!I13,TABLA DE ACCESORIOS SUCCION!F13,=((D13*F13)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H13
TABLA DE ACCESORIOS SUCCION!D14,TABLA DE ACCESORIOS SUCCION!K10,"=VLOOKUP(K10,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G14,TABLA DE ACCESORIOS SUCCION!K10,"=VLOOKUP(K10,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I14,TABLA DE ACCESORIOS SUCCION!D14,=((D14*F14)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H14
TABLA DE ACCESORIOS SUCCION!I14,TABLA DE ACCESORIOS SUCCION!V$6,=((D14*F14)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H14
TABLA DE ACCESORIOS SUCCION!I14,TABLA DE ACCESORIOS SUCCION!H14,=((D14*F14)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H14
TABLA DE ACCESORIOS SUCCION!I14,TABLA DE ACCESORIOS SUCCION!F14,=((D14*F14)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H14
TABLA DE ACCESORIOS SUCCION!D15,TABLA DE ACCESORIOS SUCCION!K11,"=VLOOKUP(K11,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G15,TABLA DE ACCESORIOS SUCCION!K11,"=VLOOKUP(K11,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I15,TABLA DE ACCESORIOS SUCCION!V$6,=((D15*F15)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H15
TABLA DE ACCESORIOS SUCCION!I15,TABLA DE ACCESORIOS SUCCION!F15,=((D15*F15)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H15
TABLA DE ACCESORIOS SUCCION!I15,TABLA DE ACCESORIOS SUCCION!H15,=((D15*F15)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H15
TABLA DE ACCESORIOS SUCCION!I15,TABLA DE ACCESORIOS SUCCION!D15,=((D15*F15)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H15
TABLA DE ACCESORIOS SUCCION!D16,TABLA DE ACCESORIOS SUCCION!K12,"=VLOOKUP(K12,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G16,TABLA DE ACCESORIOS SUCCION!K12,"=VLOOKUP(K12,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I16,TABLA DE ACCESORIOS SUCCION!V$6,=((D16*F16)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H16
TABLA DE ACCESORIOS SUCCION!I16,TABLA DE ACCESORIOS SUCCION!H16,=((D16*F16)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H16
TABLA DE ACCESORIOS SUCCION!I16,TABLA DE ACCESORIOS SUCCION!D16,=((D16*F16)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H16
TABLA DE ACCESORIOS SUCCION!I16,TABLA DE ACCESORIOS SUCCION!F16,=((D16*F16)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H16
TABLA DE ACCESORIOS SUCCION!D17,TABLA DE ACCESORIOS SUCCION!K13,"=VLOOKUP(K13,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G17,TABLA DE ACCESORIOS SUCCION!K13,"=VLOOKUP(K13,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I17,TABLA DE ACCESORIOS SUCCION!V$6,=((D17*F17)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H17
TABLA DE ACCESORIOS SUCCION!I17,TABLA DE ACCESORIOS SUCCION!H17,=((D17*F17)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H17
TABLA DE ACCESORIOS SUCCION!I17,TABLA DE ACCESORIOS SUCCION!D17,=((D17*F17)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H17
TABLA DE ACCESORIOS SUCCION!I17,TABLA DE ACCESORIOS SUCCION!F17,=((D17*F17)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H17
TABLA DE ACCESORIOS SUCCION!D18,TABLA DE ACCESORIOS SUCCION!K14,"=VLOOKUP(K14,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G18,TABLA DE ACCESORIOS SUCCION!K14,"=VLOOKUP(K14,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I18,TABLA DE ACCESORIOS SUCCION!F18,=((D18*F18)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H18
TABLA DE ACCESORIOS SUCCION!I18,TABLA DE ACCESORIOS SUCCION!H18,=((D18*F18)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H18
TABLA DE ACCESORIOS SUCCION!I18,TABLA DE ACCESORIOS SUCCION!V$6,=((D18*F18)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H18
TABLA DE ACCESORIOS SUCCION!I18,TABLA DE ACCESORIOS SUCCION!D18,=((D18*F18)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H18
TABLA DE ACCESORIOS SUCCION!D19,TABLA DE ACCESORIOS SUCCION!K15,"=VLOOKUP(K15,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G19,TABLA DE ACCESORIOS SUCCION!K15,"=VLOOKUP(K15,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I19,TABLA DE ACCESORIOS SUCCION!V$6,=((D19*F19)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H19
TABLA DE ACCESORIOS SUCCION!I19,TABLA DE ACCESORIOS SUCCION!H19,=((D19*F19)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H19
TABLA DE ACCESORIOS SUCCION!I19,TABLA DE ACCESORIOS SUCCION!F19,=((D19*F19)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H19
TABLA DE ACCESORIOS SUCCION!I19,TABLA DE ACCESORIOS SUCCION!D19,=((D19*F19)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H19
TABLA DE ACCESORIOS SUCCION!D20,TABLA DE ACCESORIOS SUCCION!K16,"=VLOOKUP(K16,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G20,TABLA DE ACCESORIOS SUCCION!K16,"=VLOOKUP(K16,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I20,TABLA DE ACCESORIOS SUCCION!V$6,=((D20*F20)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H20
TABLA DE ACCESORIOS SUCCION!I20,TABLA DE ACCESORIOS SUCCION!D20,=((D20*F20)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H20
TABLA DE ACCESORIOS SUCCION!I20,TABLA DE ACCESORIOS SUCCION!H20,=((D20*F20)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H20
TABLA DE ACCESORIOS SUCCION!I20,TABLA DE ACCESORIOS SUCCION!F20,=((D20*F20)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H20
TABLA DE ACCESORIOS SUCCION!D21,TABLA DE ACCESORIOS SUCCION!K17,"=VLOOKUP(K17,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G21,TABLA DE ACCESORIOS SUCCION!K17,"=VLOOKUP(K17,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I21,TABLA DE ACCESORIOS SUCCION!V$6,=((D21*F21)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H21
TABLA DE ACCESORIOS SUCCION!I21,TABLA DE ACCESORIOS SUCCION!F21,=((D21*F21)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H21
TABLA DE ACCESORIOS SUCCION!I21,TABLA DE ACCESORIOS SUCCION!H21,=((D21*F21)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H21
TABLA DE ACCESORIOS SUCCION!I21,TABLA DE ACCESORIOS SUCCION!D21,=((D21*F21)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H21
TABLA DE ACCESORIOS SUCCION!D22,TABLA DE ACCESORIOS SUCCION!K18,"=VLOOKUP(K18,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G22,TABLA DE ACCESORIOS SUCCION!K18,"=VLOOKUP(K18,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I22,TABLA DE ACCESORIOS SUCCION!V$6,=((D22*F22)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H22
TABLA DE ACCESORIOS SUCCION!I22,TABLA DE ACCESORIOS SUCCION!D22,=((D22*F22)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H22
TABLA DE ACCESORIOS SUCCION!I22,TABLA DE ACCESORIOS SUCCION!F22,=((D22*F22)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H22
TABLA DE ACCESORIOS SUCCION!I22,TABLA DE ACCESORIOS SUCCION!H22,=((D22*F22)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H22
TABLA DE ACCESORIOS SUCCION!D23,TABLA DE ACCESORIOS SUCCION!K19,"=VLOOKUP(K19,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G23,TABLA DE ACCESORIOS SUCCION!K19,"=VLOOKUP(K19,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I23,TABLA DE ACCESORIOS SUCCION!V$6,=((D23*F23)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H23
TABLA DE ACCESORIOS SUCCION!I23,TABLA DE ACCESORIOS SUCCION!D23,=((D23*F23)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H23
TABLA DE ACCESORIOS SUCCION!I23,TABLA DE ACCESORIOS SUCCION!F23,=((D23*F23)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H23
TABLA DE ACCESORIOS SUCCION!I23,TABLA DE ACCESORIOS SUCCION!H23,=((D23*F23)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H23
TABLA DE ACCESORIOS SUCCION!D24,TABLA DE ACCESORIOS SUCCION!K20,"=VLOOKUP(K20,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G24,TABLA DE ACCESORIOS SUCCION!K20,"=VLOOKUP(K20,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I24,TABLA DE ACCESORIOS SUCCION!V$6,=((D24*F24)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H24
TABLA DE ACCESORIOS SUCCION!I24,TABLA DE ACCESORIOS SUCCION!D24,=((D24*F24)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H24
TABLA DE ACCESORIOS SUCCION!I24,TABLA DE ACCESORIOS SUCCION!H24,=((D24*F24)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H24
TABLA DE ACCESORIOS SUCCION!I24,TABLA DE ACCESORIOS SUCCION!F24,=((D24*F24)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H24
TABLA DE ACCESORIOS SUCCION!D25,TABLA DE ACCESORIOS SUCCION!K21,"=VLOOKUP(K21,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G25,TABLA DE ACCESORIOS SUCCION!K21,"=VLOOKUP(K21,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I25,TABLA DE ACCESORIOS SUCCION!D25,=((D25*F25)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H25
TABLA DE ACCESORIOS SUCCION!I25,TABLA DE ACCESORIOS SUCCION!H25,=((D25*F25)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H25
TABLA DE ACCESORIOS SUCCION!I25,TABLA DE ACCESORIOS SUCCION!V$6,=((D25*F25)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H25
TABLA DE ACCESORIOS SUCCION!I25,TABLA DE ACCESORIOS SUCCION!F25,=((D25*F25)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H25
TABLA DE ACCESORIOS SUCCION!D26,TABLA DE ACCESORIOS SUCCION!K22,"=VLOOKUP(K22,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G26,TABLA DE ACCESORIOS SUCCION!K22,"=VLOOKUP(K22,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I26,TABLA DE ACCESORIOS SUCCION!F26,=((D26*F26)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H26
TABLA DE ACCESORIOS SUCCION!I26,TABLA DE ACCESORIOS SUCCION!D26,=((D26*F26)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H26
TABLA DE ACCESORIOS SUCCION!I26,TABLA DE ACCESORIOS SUCCION!V$6,=((D26*F26)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H26
TABLA DE ACCESORIOS SUCCION!I26,TABLA DE ACCESORIOS SUCCION!H26,=((D26*F26)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H26
TABLA DE ACCESORIOS SUCCION!D27,TABLA DE ACCESORIOS SUCCION!K23,"=VLOOKUP(K23,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G27,TABLA DE ACCESORIOS SUCCION!K23,"=VLOOKUP(K23,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I27,TABLA DE ACCESORIOS SUCCION!V$6,=((D27*F27)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H27
TABLA DE ACCESORIOS SUCCION!I27,TABLA DE ACCESORIOS SUCCION!H27,=((D27*F27)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H27
TABLA DE ACCESORIOS SUCCION!I27,TABLA DE ACCESORIOS SUCCION!D27,=((D27*F27)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H27
TABLA DE ACCESORIOS SUCCION!I27,TABLA DE ACCESORIOS SUCCION!F27,=((D27*F27)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H27
TABLA DE ACCESORIOS SUCCION!D28,TABLA DE ACCESORIOS SUCCION!K24,"=VLOOKUP(K24,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G28,TABLA DE ACCESORIOS SUCCION!K24,"=VLOOKUP(K24,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I28,TABLA DE ACCESORIOS SUCCION!V$6,=((D28*F28)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H28
TABLA DE ACCESORIOS SUCCION!I28,TABLA DE ACCESORIOS SUCCION!D28,=((D28*F28)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H28
TABLA DE ACCESORIOS SUCCION!I28,TABLA DE ACCESORIOS SUCCION!F28,=((D28*F28)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H28
TABLA DE ACCESORIOS SUCCION!I28,TABLA DE ACCESORIOS SUCCION!H28,=((D28*F28)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H28
TABLA DE ACCESORIOS SUCCION!D29,TABLA DE ACCESORIOS SUCCION!K25,"=VLOOKUP(K25,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G29,TABLA DE ACCESORIOS SUCCION!K25,"=VLOOKUP(K25,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I29,TABLA DE ACCESORIOS SUCCION!D29,=((D29*F29)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H29
TABLA DE ACCESORIOS SUCCION!I29,TABLA DE ACCESORIOS SUCCION!V$6,=((D29*F29)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H29
TABLA DE ACCESORIOS SUCCION!I29,TABLA DE ACCESORIOS SUCCION!H29,=((D29*F29)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H29
TABLA DE ACCESORIOS SUCCION!I29,TABLA DE ACCESORIOS SUCCION!F29,=((D29*F29)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H29
TABLA DE ACCESORIOS SUCCION!D30,TABLA DE ACCESORIOS SUCCION!K26,"=VLOOKUP(K26,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G30,TABLA DE ACCESORIOS SUCCION!K26,"=VLOOKUP(K26,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I30,TABLA DE ACCESORIOS SUCCION!V$6,=((D30*F30)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H30
TABLA DE ACCESORIOS SUCCION!I30,TABLA DE ACCESORIOS SUCCION!H30,=((D30*F30)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H30
TABLA DE ACCESORIOS SUCCION!I30,TABLA DE ACCESORIOS SUCCION!F30,=((D30*F30)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H30
TABLA DE ACCESORIOS SUCCION!I30,TABLA DE ACCESORIOS SUCCION!D30,=((D30*F30)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H30
TABLA DE ACCESORIOS SUCCION!D31,TABLA DE ACCESORIOS SUCCION!K27,"=VLOOKUP(K27,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G31,TABLA DE ACCESORIOS SUCCION!K27,"=VLOOKUP(K27,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I31,TABLA DE ACCESORIOS SUCCION!V$6,=((D31*F31)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H31
TABLA DE ACCESORIOS SUCCION!I31,TABLA DE ACCESORIOS SUCCION!F31,=((D31*F31)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H31
TABLA DE ACCESORIOS SUCCION!I31,TABLA DE ACCESORIOS SUCCION!D31,=((D31*F31)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H31
TABLA DE ACCESORIOS SUCCION!I31,TABLA DE ACCESORIOS SUCCION!H31,=((D31*F31)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H31
TABLA DE ACCESORIOS SUCCION!D32,TABLA DE ACCESORIOS SUCCION!K28,"=VLOOKUP(K28,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G32,TABLA DE ACCESORIOS SUCCION!K28,"=VLOOKUP(K28,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I32,TABLA DE ACCESORIOS SUCCION!V$6,=((D32*F32)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H32
TABLA DE ACCESORIOS SUCCION!I32,TABLA DE ACCESORIOS SUCCION!F32,=((D32*F32)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H32
TABLA DE ACCESORIOS SUCCION!I32,TABLA DE ACCESORIOS SUCCION!D32,=((D32*F32)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H32
TABLA DE ACCESORIOS SUCCION!I32,TABLA DE ACCESORIOS SUCCION!H32,=((D32*F32)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H32
TABLA DE ACCESORIOS SUCCION!D33,TABLA DE ACCESORIOS SUCCION!K29,"=VLOOKUP(K29,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G33,TABLA DE ACCESORIOS SUCCION!K29,"=VLOOKUP(K29,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I33,TABLA DE ACCESORIOS SUCCION!D33,=((D33*F33)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H33
TABLA DE ACCESORIOS SUCCION!I33,TABLA DE ACCESORIOS SUCCION!F33,=((D33*F33)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H33
TABLA DE ACCESORIOS SUCCION!I33,TABLA DE ACCESORIOS SUCCION!V$6,=((D33*F33)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H33
TABLA DE ACCESORIOS SUCCION!I33,TABLA DE ACCESORIOS SUCCION!H33,=((D33*F33)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H33
TABLA DE ACCESORIOS SUCCION!D34,TABLA DE ACCESORIOS SUCCION!K30,"=VLOOKUP(K30,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G34,TABLA DE ACCESORIOS SUCCION!K30,"=VLOOKUP(K30,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I34,TABLA DE ACCESORIOS SUCCION!V$6,=((D34*F34)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H34
TABLA DE ACCESORIOS SUCCION!I34,TABLA DE ACCESORIOS SUCCION!F34,=((D34*F34)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H34
TABLA DE ACCESORIOS SUCCION!I34,TABLA DE ACCESORIOS SUCCION!D34,=((D34*F34)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H34
TABLA DE ACCESORIOS SUCCION!I34,TABLA DE ACCESORIOS SUCCION!H34,=((D34*F34)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H34
TABLA DE ACCESORIOS SUCCION!D35,TABLA DE ACCESORIOS SUCCION!K31,"=VLOOKUP(K31,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G35,TABLA DE ACCESORIOS SUCCION!K31,"=VLOOKUP(K31,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I35,TABLA DE ACCESORIOS SUCCION!V$6,=((D35*F35)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H35
TABLA DE ACCESORIOS SUCCION!I35,TABLA DE ACCESORIOS SUCCION!H35,=((D35*F35)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H35
TABLA DE ACCESORIOS SUCCION!I35,TABLA DE ACCESORIOS SUCCION!D35,=((D35*F35)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H35
TABLA DE ACCESORIOS SUCCION!I35,TABLA DE ACCESORIOS SUCCION!F35,=((D35*F35)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H35
TABLA DE ACCESORIOS SUCCION!D36,TABLA DE ACCESORIOS SUCCION!K32,"=VLOOKUP(K32,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G36,TABLA DE ACCESORIOS SUCCION!K32,"=VLOOKUP(K32,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I36,TABLA DE ACCESORIOS SUCCION!F36,=((D36*F36)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H36
TABLA DE ACCESORIOS SUCCION!I36,TABLA DE ACCESORIOS SUCCION!V$6,=((D36*F36)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H36
TABLA DE ACCESORIOS SUCCION!I36,TABLA DE ACCESORIOS SUCCION!H36,=((D36*F36)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H36
TABLA DE ACCESORIOS SUCCION!I36,TABLA DE ACCESORIOS SUCCION!D36,=((D36*F36)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H36
TABLA DE ACCESORIOS SUCCION!D37,TABLA DE ACCESORIOS SUCCION!K33,"=VLOOKUP(K33,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G37,TABLA DE ACCESORIOS SUCCION!K33,"=VLOOKUP(K33,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I37,TABLA DE ACCESORIOS SUCCION!V$6,=((D37*F37)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H37
TABLA DE ACCESORIOS SUCCION!I37,TABLA DE ACCESORIOS SUCCION!F37,=((D37*F37)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H37
TABLA DE ACCESORIOS SUCCION!I37,TABLA DE ACCESORIOS SUCCION!D37,=((D37*F37)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H37
TABLA DE ACCESORIOS SUCCION!I37,TABLA DE ACCESORIOS SUCCION!H37,=((D37*F37)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H37
TABLA DE ACCESORIOS SUCCION!D38,TABLA DE ACCESORIOS SUCCION!K34,"=VLOOKUP(K34,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G38,TABLA DE ACCESORIOS SUCCION!K34,"=VLOOKUP(K34,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I38,TABLA DE ACCESORIOS SUCCION!V$6,=((D38*F38)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H38
TABLA DE ACCESORIOS SUCCION!I38,TABLA DE ACCESORIOS SUCCION!F38,=((D38*F38)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H38
TABLA DE ACCESORIOS SUCCION!I38,TABLA DE ACCESORIOS SUCCION!D38,=((D38*F38)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H38
